::1, 2017-12-09 00:16:49, GET, /, HTTP/1.1, 200, 3.754000
::1, 2017-12-09 00:16:49, GET, /dhildebr/static/css/stylesheet-main.css, HTTP/1.1, 304, 0.015000
::1, 2017-12-09 00:44:09, GET, /projects, HTTP/1.1, 200, 0.075000
::1, 2017-12-09 00:44:09, GET, /dhildebr/static/css/stylesheet-main.css, HTTP/1.1, 200, 0.001000
::1, 2017-12-09 00:44:12, GET, /children-of-ase, HTTP/1.1, 200, 0.050000
::1, 2017-12-09 00:44:12, GET, /dhildebr/static/videos/GameTrailer_ChildrenOfAse.webm, HTTP/1.1, 206, 0.352000
::1, 2017-12-09 00:44:33, GET, /dhildebr/static/images/backgrounds/Background_Main_Portrait@1x, HTTP/1.1, 404, 0.001000
::1, 2017-12-09 00:46:00, GET, /children-of-ase, HTTP/1.1, 200, 0.105000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/css/stylesheet-main.css, HTTP/1.1, 200, 0.000000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.020000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.030000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/css/calendar.css, HTTP/1.1, 304, 0.015000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.045000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/js/web2py.js, HTTP/1.1, 304, 0.075000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/js/calendar.js, HTTP/1.1, 304, 0.095000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/js/jquery.js, HTTP/1.1, 304, 0.110000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.065000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/images/backgrounds/Background_Main_Portrait@1x, HTTP/1.1, 404, 0.000000
::1, 2017-12-09 00:46:00, GET, /dhildebr/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.110000
::1, 2017-12-09 00:47:11, GET, /children-of-ase, HTTP/1.1, 200, 0.117000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/css/stylesheet-main.css, HTTP/1.1, 200, 0.002000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/js/jquery.js, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.003000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/css/calendar.css, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/js/calendar.js, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/js/web2py.js, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/images/backgrounds/Background_Main_Portrait@1x, HTTP/1.1, 404, 0.000000
::1, 2017-12-09 00:47:11, GET, /dhildebr/static/videos/GameTrailer_ChildrenOfAse.webm, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:26, GET, /children-of-ase, HTTP/1.1, 200, 0.099000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/css/stylesheet-main.css, HTTP/1.1, 200, 0.001000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/js/jquery.js, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/css/calendar.css, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/js/calendar.js, HTTP/1.1, 304, 0.003000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/js/web2py.js, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:47:27, GET, /dhildebr/static/images/backgrounds/Background_Main_Portrait@1x, HTTP/1.1, 404, 0.001000
::1, 2017-12-09 00:47:31, GET, /dhildebr/static/images/backgrounds/Background_Main_Landscape@1x.jpg, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:49:27, GET, /children-of-ase, HTTP/1.1, 200, 0.142000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.000000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.000000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/css/stylesheet-main.css, HTTP/1.1, 200, 0.001000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/js/jquery.js, HTTP/1.1, 304, 0.003000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/css/calendar.css, HTTP/1.1, 304, 0.003000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/js/calendar.js, HTTP/1.1, 304, 0.003000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/js/web2py.js, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/images/backgrounds/Background_Main_Portrait@1x, HTTP/1.1, 404, 0.001000
::1, 2017-12-09 00:49:27, GET, /dhildebr/static/videos/GameTrailer_ChildrenOfAse.webm, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:49:37, GET, /dhildebr/static/images/backgrounds/Background_Main_Landscape@1x.jpg, HTTP/1.1, 304, 0.002000
::1, 2017-12-09 00:50:16, GET, /children-of-ase, HTTP/1.1, 200, 0.083000
::1, 2017-12-09 00:50:16, GET, /dhildebr/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.001000
::1, 2017-12-09 00:50:16, GET, /dhildebr/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.001000
